-0.000222, -0.022222, 20
-0.001111, -0.044444, 20
-0.003111, -0.100000, 20
-0.006667, -0.177778, 20
-0.012222, -0.277778, 20
-0.020222, -0.400000, 20
-0.031111, -0.544444, 20
-0.045333, -0.711111, 20
-0.063333, -0.900000, 20
-0.085333, -1.100000, 20
-0.111333, -1.300000, 20
-0.141333, -1.500000, 20
-0.175333, -1.700000, 20
-0.213333, -1.900000, 20
-0.255333, -2.100000, 20
-0.301333, -2.300000, 20
-0.351333, -2.500000, 20
-0.405333, -2.700000, 20
-0.463333, -2.900000, 20
-0.525333, -3.100000, 20
-0.591333, -3.300000, 20
-0.661333, -3.500000, 20
-0.735333, -3.700000, 20
-0.813333, -3.900000, 20
-0.895333, -4.100000, 20
-0.981111, -4.288889, 20
-1.070222, -4.455556, 20
-1.162222, -4.600000, 20
-1.256667, -4.722222, 20
-1.353111, -4.822222, 20
-1.451111, -4.900000, 20
-1.550222, -4.955556, 20
-1.650000, -4.988889, 20
-1.750000, -5.000000, 20
-1.850000, -5.000000, 20
-1.950000, -5.000000, 20
-2.050000, -5.000000, 20
-2.150000, -5.000000, 20
-2.250000, -5.000000, 20
-2.350000, -5.000000, 20
-2.450000, -5.000000, 20
-2.550000, -5.000000, 20
-2.650000, -5.000000, 20
-2.750000, -5.000000, 20
-2.850000, -5.000000, 20
-2.950000, -5.000000, 20
-3.050000, -5.000000, 20
-3.150000, -5.000000, 20
-3.250000, -5.000000, 20
-3.350000, -5.000000, 20
-3.450000, -5.000000, 20
-3.550000, -5.000000, 20
-3.650000, -5.000000, 20
-3.750000, -5.000000, 20
-3.850000, -5.000000, 20
-3.950000, -5.000000, 20
-4.050000, -5.000000, 20
-4.150000, -5.000000, 20
-4.250000, -5.000000, 20
-4.350000, -5.000000, 20
-4.450000, -5.000000, 20
-4.550000, -5.000000, 20
-4.650000, -5.000000, 20
-4.750000, -5.000000, 20
-4.850000, -5.000000, 20
-4.950000, -5.000000, 20
-5.050000, -5.000000, 20
-5.150000, -5.000000, 20
-5.250000, -5.000000, 20
-5.350000, -5.000000, 20
-5.450000, -5.000000, 20
-5.550000, -5.000000, 20
-5.650000, -5.000000, 20
-5.750000, -5.000000, 20
-5.850000, -5.000000, 20
-5.950000, -5.000000, 20
-6.050000, -5.000000, 20
-6.150000, -5.000000, 20
-6.250000, -5.000000, 20
-6.350000, -5.000000, 20
-6.450000, -5.000000, 20
-6.550000, -5.000000, 20
-6.650000, -5.000000, 20
-6.750000, -5.000000, 20
-6.850000, -5.000000, 20
-6.950000, -5.000000, 20
-7.050000, -5.000000, 20
-7.150000, -5.000000, 20
-7.250000, -5.000000, 20
-7.350000, -5.000000, 20
-7.450000, -5.000000, 20
-7.550000, -5.000000, 20
-7.650000, -5.000000, 20
-7.750000, -5.000000, 20
-7.850000, -5.000000, 20
-7.950000, -5.000000, 20
-8.050000, -5.000000, 20
-8.150000, -5.000000, 20
-8.250000, -5.000000, 20
-8.350000, -5.000000, 20
-8.450000, -5.000000, 20
-8.550000, -5.000000, 20
-8.650000, -5.000000, 20
-8.750000, -5.000000, 20
-8.850000, -5.000000, 20
-8.950000, -5.000000, 20
-9.050000, -5.000000, 20
-9.150000, -5.000000, 20
-9.250000, -5.000000, 20
-9.354937, -5.246827, 20
-9.460142, -5.260263, 20
-9.565455, -5.265662, 20
-9.670879, -5.271203, 20
-9.776417, -5.276888, 20
-9.882071, -5.282723, 20
-9.987846, -5.288713, 20
-10.093743, -5.294862, 20
-10.199766, -5.301174, 20
-10.305919, -5.307656, 20
-10.412206, -5.314310, 20
-10.518629, -5.321143, 20
-10.625192, -5.328160, 20
